id,Title,Content,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured",urlWebSite,createdDate,clientName
1102,"Smoke House",,http://hypermedia.com.tn/wp-content/uploads/2019/09/smokehousee.png,smokehousee.png,/home/hypermed/public_html/wp-content/uploads/2019/09/smokehousee.png,1103,smokehousee,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/smokehousee.png,https://www.facebook.com/deli.smoke.house/,,
1104,"Promo Cash",,http://hypermedia.com.tn/wp-content/uploads/2019/09/promo_Cash_face.png,promo_Cash_face.png,/home/hypermed/public_html/wp-content/uploads/2019/09/promo_Cash_face.png,1105,promo_Cash_face,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/promo_Cash_face.png,https://www.facebook.com/promocash.sfax/,,
1107,"Vidéo de Présentation de la société ""OCEAN""",,http://hypermedia.com.tn/wp-content/uploads/2019/09/ocean_video.jpg,ocean_video.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/ocean_video.jpg,1108,ocean_video,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/ocean_video.jpg,,,
1110,"Vidéo de Présentation la société ""La Griffe""",,http://hypermedia.com.tn/wp-content/uploads/2019/09/griffe-video.jpg,griffe-video.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/griffe-video.jpg,1111,griffe-video,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/griffe-video.jpg,,,
1112,"Vidéo de la cérémonie du projet FIRST by USAID",,http://hypermedia.com.tn/wp-content/uploads/2019/09/usaid-video2.jpg,usaid-video2.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/usaid-video2.jpg,1113,usaid-video2,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/usaid-video2.jpg,,,
1114,"""USAID"" Participation in JES 2018",,http://hypermedia.com.tn/wp-content/uploads/2019/09/usaid-video.jpg,usaid-video.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/usaid-video.jpg,1115,usaid-video,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/usaid-video.jpg,,,
1116,"Vidéo de Présentation de la société ""ITC""",,http://hypermedia.com.tn/wp-content/uploads/2019/09/Sans-titre-1-1.jpg|http://hypermedia.com.tn/wp-content/uploads/2019/09/itc_video.jpg|http://hypermedia.com.tn/wp-content/uploads/2019/09/itc_video-1.jpg,Sans-titre-1-1.jpg|itc_video.jpg|itc_video-1.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/Sans-titre-1-1.jpg|/home/hypermed/public_html/wp-content/uploads/2019/09/itc_video.jpg|/home/hypermed/public_html/wp-content/uploads/2019/09/itc_video-1.jpg,1136|1117|1135,Sans-titre-1|itc_video|itc_video,||,||,||,http://hypermedia.com.tn/wp-content/uploads/2019/09/Sans-titre-1-1.jpg,,,
1118,"Vidéo de Présentation CIS",,http://hypermedia.com.tn/wp-content/uploads/2019/09/cis-confection-1.jpg,cis-confection-1.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/cis-confection-1.jpg,1119,cis-confection-1,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/cis-confection-1.jpg,,,
1120,"""Mainstreet"" Realestate",,http://hypermedia.com.tn/wp-content/uploads/2019/09/Sans-titre-1.jpg|http://hypermedia.com.tn/wp-content/uploads/2019/09/real-estate.jpg,Sans-titre-1.jpg|real-estate.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/Sans-titre-1.jpg|/home/hypermed/public_html/wp-content/uploads/2019/09/real-estate.jpg,1134|1121,Sans-titre-1|real-estate,|,|,|,http://hypermedia.com.tn/wp-content/uploads/2019/09/Sans-titre-1.jpg,,,
1122,"Vidéo de présentation de la société ""SIAF""",,http://hypermedia.com.tn/wp-content/uploads/2019/09/siaf-video.jpg,siaf-video.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/siaf-video.jpg,1123,siaf-video,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/siaf-video.jpg,,,
1124,"Vidéo de Présentation de la société ""Shopline""",,http://hypermedia.com.tn/wp-content/uploads/2019/09/shopline.jpg,shopline.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/shopline.jpg,1125,shopline,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/shopline.jpg,,,
1128,"Vidéo de Présentation du concept ""Tribal Deal""",,http://hypermedia.com.tn/wp-content/uploads/2019/09/tribaldeal.jpg,tribaldeal.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/tribaldeal.jpg,1129,tribaldeal,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/tribaldeal.jpg,,,
1130,"Vidéo de Présentation de la société ""My Store""",,http://hypermedia.com.tn/wp-content/uploads/2019/09/MyStore.jpg,MyStore.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/MyStore.jpg,1131,MyStore,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/MyStore.jpg,,,
1132,"Vidéo témoignage - ""Space Of Wisdom""",,http://hypermedia.com.tn/wp-content/uploads/2019/09/The-space-of-widom.jpg,The-space-of-widom.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/The-space-of-widom.jpg,1133,The-space-of-widom,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/The-space-of-widom.jpg,,,
